college-stub	department-stub	program-stub	department-name	min-credit-hours	max-credit-hours	course-description	course-number	course-name	course-url
religious-education	church-history-and-doctrine	family-history-great-britain	Church History and Doctrine	3	3	On-site studies dealing with British Family History and related Church history in Great Britain.	REL C 393R	Family History in Great Britain	/religious-education/church-history-and-doctrine/family-history-great-britain
religious-education	church-history-and-doctrine	history-of-english-bible	Church History and Doctrine	2	2	Survey of the history of the English Bible from the 8th to the 21st century in the light of the Restored Gospel.	REL C 393R	History of the English Bible	/religious-education/church-history-and-doctrine/history-of-english-bible
religious-education	church-history-and-doctrine	latter-day-saints-wartime	Church History and Doctrine	3	3		REL C 393R	Latter-Day Saints in Wartime	/religious-education/church-history-and-doctrine/latter-day-saints-wartime
religious-education	church-history-and-doctrine	lds-temples	Church History and Doctrine	3	3		REL C 393R	LDS Temples	/religious-education/church-history-and-doctrine/lds-temples
religious-education	church-history-and-doctrine	lectures-faith	Church History and Doctrine	3	3		REL C 393R	Lectures on Faith	/religious-education/church-history-and-doctrine/lectures-faith
religious-education	church-history-and-doctrine	men-and-women-of-mormonism	Church History and Doctrine	3	3		REL C 393R	Men and Women of Mormonism	/religious-education/church-history-and-doctrine/men-and-women-of-mormonism
religious-education	church-history-and-doctrine	presidents-of-church	Church History and Doctrine	3	3		REL C 393R	Presidents of the Church	/religious-education/church-history-and-doctrine/presidents-of-church
religious-education	church-history-and-doctrine	special-studies-religion-church-history-and-doctrine	Church History and Doctrine	3	3	Topical studies in religion based on student interest and teacher expertise.	REL C 393R	Special Studies in Religion: Church History and Doctrine	/religious-education/church-history-and-doctrine/special-studies-religion-church-history-and-doctrine
religious-education	church-history-and-doctrine	doctrines-of-gospel	Church History and Doctrine	2	2	Doctrines of The Church of Jesus Christ of Latter-day Saints as taught in the scriptures and by latter-day prophets. Intended as a capstone experience to integrate doctrines and principles of the plan of salvation.	REL C 431	Doctrines of the Gospel	/religious-education/church-history-and-doctrine/doctrines-of-gospel
religious-education	church-history-and-doctrine	teaching-seminary	Church History and Doctrine	2	2	An introduction to effective seminary teaching, includes discussion related to professional seminary expectations, teaching techniques, classroom management and direct experience in teaching seminary.	REL C 471	Teaching Seminary	/religious-education/church-history-and-doctrine/teaching-seminary
religious-education	church-history-and-doctrine	teaching-developmentally-disabled	Church History and Doctrine	2	2	Training prospective Church Educational System teachers to effectively teach religious education to youth who are developmentally disabled.	REL C 472	Teaching the Developmentally Disabled	/religious-education/church-history-and-doctrine/teaching-developmentally-disabled
religious-education	church-history-and-doctrine	seminary-teaching-seminar	Church History and Doctrine	2	2	Topics pertinent to success of newly appointed seminary teachers preparatory to fall teaching.	REL C 475	Seminary Teaching Seminar	/religious-education/church-history-and-doctrine/seminary-teaching-seminar
religious-education	church-history-and-doctrine	special-topics-church-history-and-doctrine	Church History and Doctrine	3	3	Subjects and questions typically addressed by Church Educational System instructors.	REL C 510R	Special Topics in Church History and Doctrine	/religious-education/church-history-and-doctrine/special-topics-church-history-and-doctrine
religious-education	church-history-and-doctrine	special-topics-church-history-and-doctrine-0	Church History and Doctrine	3	3		REL C 540R	Special Topics in Church History and Doctrine	/religious-education/church-history-and-doctrine/special-topics-church-history-and-doctrine-0
religious-education		educational-philosophy-and-values-religious-education	Religious Education	2	2	Philosophical basis and underlying values in religious education.	REL E 500	Educational Philosophy and Values in Religious Education	/religious-education/educational-philosophy-and-values-religious-education
religious-education		scripture-teaching	Religious Education	2	2	Theory, methodology, and issues of scripture-based teaching in religious education.	REL E 501	Scripture Teaching	/religious-education/scripture-teaching
religious-education		research-methods-religious-education	Religious Education	3	3	Methodology in and resources for research in the four areas of focus: Church History and Doctrine, Old Testament, New Testament, and Book of Mormon.	REL E 595	Research Methods in Religious Education	/religious-education/research-methods-religious-education
humanities	center-language-studies	first-year-romanian-part-1	Center for Language Studies	4	4	Basic language skills.	ROM 101	First-Year Romanian, Part 1	/humanities/center-language-studies/first-year-romanian-part-1
