college-stub	department-stub	faculty-stub	faculty-name	faculty-rank	department-name	faculty-url	faculty-degree	faculty-school	faculty-degree-year	faculty-discipline
life-sciences	plant-and-wildlife-sciences	joshua-udall	Joshua A Udall	Associate Professor	Plant and Wildlife Sciences	/life-sciences/plant-and-wildlife-sciences/joshua-udall				
nursing	nursing-program	ronald-s-ulberg	Ronald S Ulberg	Associate Teaching Professor	Nursing Program	/nursing/nursing-program/ronald-s-ulberg				
family-home-and-social-sciences	history	grant-revon-underwood	Grant Revon Underwood	Professor	History	/family-home-and-social-sciences/history/grant-revon-underwood				
humanities	french-and-italian	nicolaas-unlandt	Nicolaas Unlandt	Associate Professor	French and Italian	/humanities/french-and-italian/nicolaas-unlandt				
nursing	nursing-program	julie-lyn-valentine	Julie Lyn Valentine	Assistant Teaching Professor	Nursing Program	/nursing/nursing-program/julie-lyn-valentine				
management	information-systems	anthony-o-vance	Anthony O Vance	Assistant Professor	Information Systems	/management/information-systems/anthony-o-vance				
physical-and-mathematical-sciences	physics-and-astronomy	richard-r-vanfleet	Richard R Vanfleet	Professor	Physics and Astronomy	/physical-and-mathematical-sciences/physics-and-astronomy/richard-r-vanfleet				
physical-and-mathematical-sciences	physics-and-astronomy	jean-francois-vanhuele	Jean-Francois VanHuele	Associate Professor	Physics and Astronomy	/physical-and-mathematical-sciences/physics-and-astronomy/jean-francois-vanhuele				
life-sciences	exercise-sciences	pat-roy-vehrs	Pat Roy Vehrs	Associate Professor	Exercise Sciences	/life-sciences/exercise-sciences/pat-roy-vehrs				
physical-and-mathematical-sciences	computer-science	dan-aaron-ventura	Dan Aaron Ventura	Professor	Computer Science	/physical-and-mathematical-sciences/computer-science/dan-aaron-ventura				
physical-and-mathematical-sciences	mathematics	vianey-villamizar	Vianey Villamizar	Associate Professor	Mathematics	/physical-and-mathematical-sciences/mathematics/vianey-villamizar				
fine-arts-and-communications	school-of-music	lawrence-paul-vincent	Lawrence Paul Vincent	Professor	School of Music	/fine-arts-and-communications/school-of-music/lawrence-paul-vincent				
family-home-and-social-sciences	economics	john-christian-vom-lehn	John Christian vom Lehn	Assistant Professor	Economics	/family-home-and-social-sciences/economics/john-christian-vom-lehn				
management	finance	keith-p-vorkink	Keith P Vorkink	Professor	Finance	/management/finance/keith-p-vorkink				
management	public-management	lori-l-wadsworth	Lori L Wadsworth	Associate Professor	Public Management	/management/public-management/lori-l-wadsworth				
fine-arts-and-communications	dance	kori-anne-wakamatsu	Kori Anne Wakamatsu	Assistant Professor	Dance	/fine-arts-and-communications/dance/kori-anne-wakamatsu				
fine-arts-and-communications	school-of-communications	robert-irwin-wakefield	Robert Irwin Wakefield	Associate Professor	School of Communications	/fine-arts-and-communications/school-of-communications/robert-irwin-wakefield				
family-home-and-social-sciences	school-of-family-life	laura-padilla-walker	Laura Padilla Walker	Associate Professor	School of Family Life	/family-home-and-social-sciences/school-of-family-life/laura-padilla-walker				
management	marketing-and-global-supply-chain	cynthia-j-wallin	Cynthia J Wallin	Associate Professor	Marketing and Global Supply Chain	/management/marketing-and-global-supply-chain/cynthia-j-wallin				
fine-arts-and-communications	school-of-communications	john-robert-walz	John Robert Walz	Associate Teaching Professor	School of Communications	/fine-arts-and-communications/school-of-communications/john-robert-walz				
humanities	asian-and-near-eastern-languages	shu-pei-wang	Shu Pei Wang	Associate Teaching Professor	Asian and Near Eastern Languages	/humanities/asian-and-near-eastern-languages/shu-pei-wang				
family-home-and-social-sciences	sociology	carol-j-ward	Carol J Ward	Associate Professor	Sociology	/family-home-and-social-sciences/sociology/carol-j-ward				
family-home-and-social-sciences	history	evan-r-ward	Evan R Ward	Associate Professor	History	/family-home-and-social-sciences/history/evan-r-ward				
management	recreation-management	peter-joseph-ward	Peter Joseph Ward	Associate Professor	Recreation Management	/management/recreation-management/peter-joseph-ward				
physical-and-mathematical-sciences	physics-and-astronomy	michael-j-ware	Michael J Ware	Associate Professor	Physics and Astronomy	/physical-and-mathematical-sciences/physics-and-astronomy/michael-j-ware				
humanities	asian-and-near-eastern-languages	j-paul-warnick	J Paul Warnick	Associate Professor	Asian and Near Eastern Languages	/humanities/asian-and-near-eastern-languages/j-paul-warnick				
engineering-and-technology	electrical-and-computer-engineering	karl-f-warnick	Karl F Warnick	Professor	Electrical and Computer Engineering	/engineering-and-technology/electrical-and-computer-engineering/karl-f-warnick				
physical-and-mathematical-sciences	computer-science	sean-c-warnick	Sean C Warnick	Associate Professor	Computer Science	/physical-and-mathematical-sciences/computer-science/sean-c-warnick				
family-home-and-social-sciences	psychology	jared-scott-warren	Jared Scott Warren	Associate Professor	Psychology	/family-home-and-social-sciences/psychology/jared-scott-warren				
humanities	asian-and-near-eastern-languages	masakazu-watabe	Masakazu Watabe	Professor	Asian and Near Eastern Languages	/humanities/asian-and-near-eastern-languages/masakazu-watabe				
physical-and-mathematical-sciences	chemistry-and-biochemistry	richard-kent-watt	Richard Kent Watt	Associate Professor	Chemistry and Biochemistry	/physical-and-mathematical-sciences/chemistry-and-biochemistry/richard-kent-watt				
humanities	english	jarica-linn-watts	Jarica Linn Watts	Assistant Professor	English	/humanities/english/jarica-linn-watts				
religious-education	ancient-scripture	thomas-arvel-wayment	Thomas Arvel Wayment	Professor	Ancient Scripture	/religious-education/ancient-scripture/thomas-arvel-wayment				
humanities	spanish-and-portuguese	douglas-j-weatherford	Douglas J Weatherford	Associate Professor	Spanish and Portuguese	/humanities/spanish-and-portuguese/douglas-j-weatherford				
engineering-and-technology	school-of-technology	jason-michael-weaver	Jason Michael Weaver	Assistant Professor	School of Technology	/engineering-and-technology/school-of-technology/jason-michael-weaver				
physical-and-mathematical-sciences	mathematics	benjamin-zachary-webb	Benjamin Zachary Webb	Assistant Professor	Mathematics	/physical-and-mathematical-sciences/mathematics/benjamin-zachary-webb				
engineering-and-technology	mechanical-engineering	brent-w-webb	Brent W Webb	Professor	Mechanical Engineering	/engineering-and-technology/mechanical-engineering/brent-w-webb				
management	marketing-and-global-supply-chain	gregory-scott-webb	Gregory Scott Webb	Assistant Teaching Professor	Marketing and Global Supply Chain	/management/marketing-and-global-supply-chain/gregory-scott-webb				
life-sciences	microbiology-and-molecular-biology	kelly-scott-weber	Kelly Scott Weber	Assistant Professor	Microbiology and Molecular Biology	/life-sciences/microbiology-and-molecular-biology/kelly-scott-weber				
engineering-and-technology	school-of-technology	justin-earl-weidman	Justin Earl Weidman	Assistant Professor	School of Technology	/engineering-and-technology/school-of-technology/justin-earl-weidman				
life-sciences	exercise-sciences	aaron-m-wells	Aaron M Wells	Assistant Teaching Professor	Exercise Sciences	/life-sciences/exercise-sciences/aaron-m-wells				
life-sciences	health-science	joshua-h-west	Joshua H West	Assistant Professor	Health Science	/life-sciences/health-science/joshua-h-west				
education	instructional-psychology-and-technology	richard-edward-west	Richard Edward West	Assistant Professor	Instructional Psychology and Technology	/education/instructional-psychology-and-technology/richard-edward-west				
humanities	english	paul-aaron-westover	Paul Aaron Westover	Associate Professor	English	/humanities/english/paul-aaron-westover				
engineering-and-technology	chemical-engineering	dean-richard-wheeler	Dean Richard Wheeler	Associate Professor	Chemical Engineering	/engineering-and-technology/chemical-engineering/dean-richard-wheeler				
life-sciences	biology	clinton-jeremy-whipple	Clinton Jeremy Whipple	Assistant Professor	Biology	/life-sciences/biology/clinton-jeremy-whipple				
humanities	philosophy	justin-fred-white	Justin Fred White	Assistant Professor	Philosophy	/humanities/philosophy/justin-fred-white				
physical-and-mathematical-sciences	mathematics	jared-p-whitehead	Jared P Whitehead	Assistant Professor	Mathematics	/physical-and-mathematical-sciences/mathematics/jared-p-whitehead				
education	teacher-education	erin-feinauer-whiting	Erin Feinauer Whiting	Associate Professor	Teacher Education	/education/teacher-education/erin-feinauer-whiting				
life-sciences	biology	michael-f-whiting	Michael F Whiting	Professor	Biology	/life-sciences/biology/michael-f-whiting				
management	marketing-and-global-supply-chain	david-b-whitlark	David B Whitlark	Professor	Marketing and Global Supply Chain	/management/marketing-and-global-supply-chain/david-b-whitlark				
nursing	nursing-program	karen-j-whitt	Karen J Whitt	Assistant Professor	Nursing Program	/nursing/nursing-program/karen-j-whitt				
humanities	english	matthew-farr-wickman	Matthew Farr Wickman	Associate Professor	English	/humanities/english/matthew-farr-wickman				
management	recreation-management	mark-alan-widmer	Mark Alan Widmer	Professor	Recreation Management	/management/recreation-management/mark-alan-widmer				
religious-education	ancient-scripture	bradley-ray-wilcox	Bradley Ray Wilcox	Associate Professor	Ancient Scripture	/religious-education/ancient-scripture/bradley-ray-wilcox				
life-sciences	biology	edward-r-wilcox	Edward R Wilcox	Research Associate Professor	Biology	/life-sciences/biology/edward-r-wilcox				
humanities	english	miranda-wilcox	Miranda Wilcox	Associate Professor	English	/humanities/english/miranda-wilcox				
engineering-and-technology	electrical-and-computer-engineering	doran-kenneth-wilde	Doran Kenneth Wilde	Associate Professor	Electrical and Computer Engineering	/engineering-and-technology/electrical-and-computer-engineering/doran-kenneth-wilde				
engineering-and-technology	chemical-engineering	wade-vincent-wilding	Wade Vincent Wilding	Professor	Chemical Engineering	/engineering-and-technology/chemical-engineering/wade-vincent-wilding				
education	teacher-education	carol-wilkinson	Carol Wilkinson	Associate Professor	Teacher Education	/education/teacher-education/carol-wilkinson				
religious-education	church-history-and-doctrine	gregory-ernest-wilkinson	Gregory Ernest Wilkinson	Assistant Professor	Church History and Doctrine	/religious-education/church-history-and-doctrine/gregory-ernest-wilkinson				
physical-and-mathematical-sciences	chemistry-and-biochemistry	barry-m-willardson	Barry M Willardson	Professor	Chemistry and Biochemistry	/physical-and-mathematical-sciences/chemistry-and-biochemistry/barry-m-willardson				
humanities	spanish-and-portuguese	geoffrey-lynn-williams	Geoffrey Lynn Williams	Professor	Spanish and Portuguese	/humanities/spanish-and-portuguese/geoffrey-lynn-williams				
engineering-and-technology	civil-and-environmental-engineering	gus-p-williams	Gus P Williams	Associate Professor	Civil and Environmental Engineering	/engineering-and-technology/civil-and-environmental-engineering/gus-p-williams				
nursing	nursing-program	mary-williams	Mary Williams	Associate Professor	Nursing Program	/nursing/nursing-program/mary-williams				
physical-and-mathematical-sciences	mathematics-education	steven-r-williams	Steven R Williams	Professor	Mathematics Education	/physical-and-mathematical-sciences/mathematics-education/steven-r-williams				
management		gary-p-williams	Gary P Williams	Teaching Professor	Management	/management/gary-p-williams				
life-sciences	nutrition-dietetics-and-food-science	donna-pauline-williams	Donna Pauline Williams	Assistant Teaching Professor	Nutrition Dietetics and Food Science	/life-sciences/nutrition-dietetics-and-food-science/donna-pauline-williams				
humanities	spanish-and-portuguese	frederick-granger-williams	Frederick Granger Williams	Professor	Spanish and Portuguese	/humanities/spanish-and-portuguese/frederick-granger-williams				
family-home-and-social-sciences	school-of-family-life	brian-j-willoughby	Brian J Willoughby	Assistant Professor	School of Family Life	/family-home-and-social-sciences/school-of-family-life/brian-j-willoughby				
fine-arts-and-communications	school-of-communications	christopher-e-wilson	Christopher E Wilson	Assistant Professor	School of Communications	/fine-arts-and-communications/school-of-communications/christopher-e-wilson				
