college-stub	department-stub	program-stub	department-name	course-credit-hours	course-description	course-number	course-name	course-url
	public-management-romney-institute		Public Management, Romney Institute of	'0.5-3		P MGT 642 R	Executive Lectures in Public Management.	
	public-management-romney-institute		Public Management, Romney Institute of	'3	Key aspects of leadership in the public and not-for-profit sectors.  Concepts include applied leadership theories, power and politics, conflict, and negotiation.	P MGT 643	Leadership in Public Administration.	
	public-management-romney-institute		Public Management, Romney Institute of	'1.5	Orienting students to principles of best practice in the management of nonprofit organizations. The course includes topics in nonprofit strategic management, human resource management, and financial management.	P MGT 651 A	Nonprofit Organization Management 1.	
	public-management-romney-institute		Public Management, Romney Institute of	'1.5	Application of nonprofit management principles of best practice directly to partner organizations in the community by providing organizational assessments based on the work completed in 651A.	P MGT 651 B	Nonprofit Organization Management 2.	
	public-management-romney-institute		Public Management, Romney Institute of	'3	Introduction to nonprofit organizations, including history, philosophy, organizational structure, government relations, tax rules, and applicable laws. The financial structure and income sources for nonprofit organizations, and the applicable laws regulating nonprofit finance.	P MGT 652	Executive Nonprofit Management.	
	public-management-romney-institute		Public Management, Romney Institute of	'1.5	Students serve on the Board of Directors for a local nonprofit.	P MGT 657 R	Nonprofit Board Practicum.	
	public-management-romney-institute		Public Management, Romney Institute of	'1.5	Project-based course exploring real-world issues in philanthropy.  Understanding resource development, strategic funding priorities, applicant assessment, grant evaluation, and grant management through projects with large individual and institutional donors.	P MGT 659 R	Grantwell.	
	public-management-romney-institute		Public Management, Romney Institute of	'3	Crucial communication skills for managers and leaders in public and not-for-profit organizations.  Emphasis on writing and oral presentations.	P MGT 662	Communication in Public Administration.	
	public-management-romney-institute		Public Management, Romney Institute of	'3	Introduction to legal principles involving governmental powers in a federal system, land use, state and local finance, public meetings/records, contracts, and liability for government actions.	P MGT 671	State and Local Government Law.	
	public-management-romney-institute		Public Management, Romney Institute of	'3	Introduction to the dynamic world of local government. Topics include forms of government, political relationships and policy making, and issues of service delivery.	P MGT 675	Local Government 1: Form of Government and Service Delivery.	
	public-management-romney-institute		Public Management, Romney Institute of	'3	Current issues facing local governments, including planning, land use and zoning, annexation, growth and sprawl, economic development, and other contemporary issues.	P MGT 676	Local Government 2: Planning, Land Use, and Growth.	
	public-management-romney-institute		Public Management, Romney Institute of	'3	Ethical theory and its application to managerial issues.  Ethical conflict and dilemmas and choosing between conflicting goods.	P MGT 682	Ethics for Management.	
	public-management-romney-institute		Public Management, Romney Institute of	'3	Introduction to legal issues affecting public administration, including the legislative and judicial processes, administrative law, and basic constitutional law.	P MGT 683	Legal Issues in Public Administration.	
	public-management-romney-institute		Public Management, Romney Institute of	'3	Introduction to the process of government and the legal, political, and social environment of public administration.	P MGT 684	Administrative Environment.	
	public-management-romney-institute		Public Management, Romney Institute of	'3	Developing mission and goals, analyzing environment, and assessing and developing organization capacity.	P MGT 685	Management Strategy	
	public-management-romney-institute		Public Management, Romney Institute of	'3	Exploration of critical issues in public administration in the context of the theories presented in the MPA program.	P MGT 686	Public Administration Capstone.	
	public-management-romney-institute		Public Management, Romney Institute of	'1-3	Faculty-directed applied research and technical assistance projects for public and nonprofit organizations.	P MGT 690 R	Public Management Field Study.	
	public-management-romney-institute		Public Management, Romney Institute of	'0.5-3	Individualized readings and consultations.	P MGT 691 R	Readings and Conference.	
	public-management-romney-institute		Public Management, Romney Institute of	'0.5-3	Application of research methods relative to managers.	P MGT 692 R	Directed Research.	
	public-management-romney-institute		Public Management, Romney Institute of	'0.5-4		P MGT 693 R	Field Project.	
	public-management-romney-institute		Public Management, Romney Institute of	'0.5-4	Planned application of administrative concepts in a management work situation and analysis of the impact.	P MGT 693 R	Practicum.	
	recreation-management		Recreation Management	'0.5-8	Professional leadership practicum.	RECM 599 R	Academic Internship.	
	recreation-management		Recreation Management	'3	Historical development, theoretical basis, and applied techniques of family recreation.	RECM 601	Theoretical Foundations of Family Recreation.	
	recreation-management		Recreation Management	'3	Readings from professional literature and current publications.	RECM 603	Readings in Youth and Family Recreation.	
	recreation-management		Recreation Management	'3	Intensive investigation and discussion of current issues, problems, and trends in family recreation and youth programs.	RECM 604	Seminar on Youth and Family Recreation.	
	recreation-management		Recreation Management	'3	Calculating inferential statistics commonly used in applied settings; making decisions regarding hypotheses; employing advanced statistical methodologies including multivariate techniques, path analysis, factor analysis, structural equations and hierarchical linear models, when appropriate. Writing and interpreting research findings.	RECM 610	Statistical Analysis.	
	recreation-management		Recreation Management	'3	Historical and theoretical roots of developmental youth programs that stress preventative approaches. How to develop character, citizenship, moral and physical fitness, and volunteerism; service learning.	RECM 611	Philosophy and Social Psychology of Leisure.	
	recreation-management		Recreation Management	'3	Survey of critical issues in family recreation; applying theory to address them.	RECM 612	Issues and Applications in Family Recreation.	
	recreation-management		Recreation Management	'3	Research methods and current issues regarding research methodology. Preparing students to write and defend research proposals.	RECM 613	Graduate Research Seminar.	
	recreation-management		Recreation Management	'0.5-9		RECM 699 R	Master's Thesis.	
	religious-education		Religious Education	'0.5-3		REL A 695 R	Directed Readings in Ancient Scripture.	
	religious-education		Religious Education	'0.5-3		REL C 540 R	Special Topics in Church History and Doctrine.	
	religious-education		Religious Education	'3	Focuses on how religion influences our national policy and more specifically provides a framework for assessing how religion impacts the military operational environment where chaplains advise commanders.	REL C 630	World Religions and Security Analysis.	
	religious-education		Religious Education	'3	Focuses on areas of conflict where religion influences our national policy, e.g., Islam Taoism, Shintoism, Buddhism, Confucianism, Liberation Theology, etc.	REL C 631	World Religions and Area Analysis.	
	religious-education		Religious Education	'0.5-3	The principles and practices associated with the ethics of counseling.	REL C 695 R	Professional Ethical Studies.	
	religious-education		Religious Education	'0.5-3	Topics include the Doctrine and Covenants, LDS Church history, LDS doctrine, Christian history, Christian theology, world religions, etc.	REL C 695 R	Directed Readings in Church History and Doctrine.	
	religious-education		Religious Education	'2	Philosophical basis and underlying values in religious education.	REL E 500	Educational Philosophy and Values in Religious Education.	
	religious-education		Religious Education	'2	Theory, methodology, and issues of scripture-based teaching in religious education.	REL E 501	Scripture Teaching.	
	religious-education		Religious Education	'3	Methodology in and resources for research in the four areas of focus: Church History and Doctrine, Old Testament, New Testament, and Book of Mormon.	REL E 595	Research Methods in Religious Education.	
	religious-education		Religious Education	'3	Focuses on the basic skills of pastoral counseling for those wishing to be full-time military chaplains. The emphasis is on pastoral skills in a military setting.	REL E 600	Basic Skills in Pastoral Counseling and Chaplain Care Ministry.	
	religious-education		Religious Education	'1	Introducing chaplain candidates to basic pastoral counseling skills used in the military. Various models of pastoral counseling; how to proved pastoral counseling in a variety of situations common in a military setting.	REL E 600 A	Pastoral Counseling Lab.	
	religious-education		Religious Education	'1	To develop a deep and abiding appreciation and understanding of religious faiths, doctrines, practices, spiritual sensitivities, rites and rituals, and fundamental belief systems other than Mormonism. Also to foster an understanding and awareness of how other religions and faith-based traditions function in a modern military setting.	REL E 601	Interfaith Lecture Series.	
	religious-education		Religious Education	'3	Orientation of the chaplaincy as a profession, including the study of standards, roles, ethical/legal issues, and the organizational structure of the Armed Forces Chaplaincy.	REL E 602	Ethics, Professional Roles, and Standards for Armed Forces Chaplains.	
